Series or Movie,IMDb Score,Rotten Tomatoes Score,Awards Received,Awards Nominated For,Boxoffice,Hidden Gem Score
Movie,6.8,72,10,28,118634549,3.4
Movie,6.3,20,2,4,101599005,2.2
Movie,6.4,28,2,4,26850426,2.3
Movie,6.7,28,1,2,26673242,2.2
Movie,6.6,26,3,8,101440743,2.2
Movie,5.7,23,0,12,41152203,2
Movie,7.3,75,14,32,103412758,3.4
Movie,9.2,98,29,30,134966411,4.8
Movie,7,74,1,3,35113743,3.5
Movie,6.8,69,5,7,80209692,3.3
Movie,5.4,46,2,2,73034460,2.5
Movie,5.4,16,6,3,30985352,1.9
Movie,6.2,45,5,14,140464664,2.5
Movie,6.9,62,8,21,13848978,3.2
Movie,5.8,27,2,2,41011711,2.1
Movie,7.3,75,1,17,59020957,3.4
Movie,6.2,35,10,42,352390543,2.3
Movie,7.5,81,2,4,64378093,3.7
Movie,7.1,70,1,1,32241649,3.3
Movie,8.1,99,25,63,217581231,4.2
Movie,7.6,81,3,41,251513985,3.8
Movie,5.8,34,3,16,150201498,2.1
Movie,5.9,67,4,12,70278893,3.2
Movie,6.5,81,2,8,71195053,3.5
Movie,8.5,95,4,5,5321508,4.3
Movie,6,44,1,17,100240551,2.6
Movie,7.3,64,3,15,67264877,3.2
Movie,7.5,86,23,72,101005703,3.9
Movie,7,67,5,5,128152301,3.1
Movie,7.1,54,7,2,55382927,2.8
Movie,6.3,51,0,7,58250803,2.7
Movie,5.7,36,4,15,135386665,2.4
Movie,8.1,96,16,46,164615351,4.2
Movie,7,92,20,34,42073277,3.9
Movie,7,78,5,34,80048433,3.5
Movie,6.7,6,0,0,3377618,3.9
Movie,6.5,75,0,1,20157300,3.3
Movie,6.7,74,1,11,77868585,3
Movie,7.4,69,43,136,34302837,3.5
Movie,7.3,91,20,34,128505958,4.2
Movie,7.8,89,3,0,45875171,3.9
Movie,6.4,42,0,1,25588734,2
Movie,5.6,22,0,3,72637803,2
Movie,6.6,55,1,11,113203870,3
Movie,6.5,44,2,1,45319423,2.7
Movie,6.1,49,1,15,126631277,2.7
Movie,8.5,96,20,25,211406762,4.5
Movie,6.7,32,10,46,44114232,2.4
Movie,5.8,34,4,16,65422625,2.2
Movie,6.6,86,9,43,149260504,3.6
Movie,7.9,83,3,6,121661683,3.8
Movie,8,92,29,42,227471070,4.3
Movie,7.1,68,1,10,85417988,3.4
Movie,7.7,82,5,22,176241941,3.9
Movie,8.3,89,133,172,120540719,4
Movie,7.4,90,76,169,83823381,4.1
Movie,5.5,20,0,0,6399,3.9
Movie,7.2,66,1,13,85288303,3.4
Movie,7.7,97,2,7,83453539,4.2
Movie,6.7,71,2,9,114326736,3.2
Movie,6.4,32,1,1,74078174,2.3
Movie,6.2,48,7,8,13399812,2.6
Movie,7.8,83,51,149,50927067,4.1
Movie,6.8,77,3,16,48919043,3.4
Movie,6.6,63,32,53,12816367,3.2
Movie,6.6,73,7,15,64665672,3.5
Movie,8.3,87,111,102,130096601,4.2
Movie,6.4,38,0,4,36323505,2.5
Movie,7.2,86,10,23,58406347,3.6
Movie,6.3,58,1,13,238736787,3
Movie,6.6,41,1,3,21845719,2.6
Movie,6.6,49,1,7,64255312,2.6
Movie,6.1,49,13,33,155332381,2.8
Movie,7.8,86,13,59,38405088,4.1
Movie,7.1,85,11,41,104400899,3.8
Movie,5.9,0,0,3,18450127,1.4
Movie,6.2,49,2,6,70662220,2.7
Movie,7,81,11,70,127004179,3.7
Movie,7.1,75,15,21,116750901,3.7
Movie,6.2,63,0,0,28835528,3.1
Movie,7.3,77,9,21,209837675,3.6
Movie,6.2,51,2,11,67544505,2.9
Movie,7.6,68,6,23,66761392,3.4
Movie,6.9,71,7,14,134029801,3.4
Movie,7.4,80,5,11,88277583,3.5
Movie,6.3,54,3,6,104565114,2.7
Movie,5.8,66,1,6,104028807,3
Movie,6.1,42,5,17,322719944,2.7
Movie,6,37,1,4,62514415,2.4
Movie,6.8,78,3,20,216391482,3.4
Movie,6.2,21,0,3,13261851,1.8
Movie,6.2,47,0,2,42400223,2.6
Movie,7,65,1,4,117229692,3.2
Movie,6.3,78,10,11,82985708,3.5
Movie,5.4,20,2,11,76231249,2
Movie,9,98,17,20,47834595,4.6
Movie,5.6,58,1,2,84752907,2.8
Movie,7.8,66,9,9,119000002,3.4
Movie,7.2,81,5,47,165249063,3.7
Movie,6.6,64,4,11,180010950,3.2
Movie,6,20,15,29,402111870,1.9
Movie,7,72,7,44,312433331,3.3
Movie,6.5,75,16,49,234280354,3.5
Movie,5.3,32,0,4,19170001,1.6
Movie,5.5,26,2,4,65002019,1.9
Movie,6.4,42,1,8,105813373,2.5
Movie,8,89,10,25,57141459,4.1
Movie,5.4,18,1,1,7027762,1.8
Movie,7.9,95,161,204,44671682,4.4
Movie,5.9,48,4,14,142109382,2.6
Movie,8.2,91,117,136,40222514,4.4
Movie,7.9,98,58,93,26238243,4.3
Movie,6.8,33,0,0,108589,2.4
Movie,8.2,83,5,22,13657115,3.9
Movie,7.1,62,3,11,83077833,3.1
Movie,6.2,41,7,6,20308772,2.4
Movie,6.2,16,1,0,28687835,1.8
Movie,7.3,54,5,23,133378256,3
Movie,6.3,26,0,2,46437717,2.2
Movie,7.3,76,13,17,11001272,3.5
Movie,6.4,14,3,5,88915214,1.8
Movie,6,20,4,4,67631157,1.9
Movie,6.3,19,3,5,23022309,2.1
Movie,7.2,63,3,5,78122718,3.3
Movie,7.1,83,35,100,24149393,4
Movie,6.9,86,0,0,85297000,3.7
Movie,6.6,46,0,3,48022900,2.6
Movie,8.1,91,23,35,16491080,4.2
Movie,6.8,69,5,7,80245725,3.3
Movie,5.5,25,0,9,61356221,2.1
Movie,6.7,79,2,18,58867694,3.5
Movie,6.5,21,1,3,65328121,2.2
Movie,8.3,73,4,7,30328156,3.5
Movie,6.9,58,0,3,50294317,3
Movie,7.2,79,51,93,3909002,3.7
Movie,6.1,52,1,3,27779426,2.7
Movie,5.4,21,2,8,142614158,1.8
Movie,7.6,88,11,24,121463226,4
Movie,6.8,63,3,13,48086903,3.1
Movie,6.4,22,0,5,16008272,2.2
Movie,6.2,60,3,8,1104682,2.9
Movie,6.2,94,1,4,10452,3.9
Movie,7.3,68,1,4,41616262,3.5
Movie,7,72,4,19,90380162,3.4
Movie,5.4,24,0,2,38087756,2.1
Movie,8.1,94,20,21,117235147,4.1
Movie,6.4,54,5,9,182811707,2.7
Movie,6.4,52,1,2,35746370,2.8
Movie,6.6,34,2,2,72266306,2.3
Movie,7.2,62,9,20,113330342,3.3
Movie,6.4,28,1,5,33810189,2.1
Movie,5.9,8,0,2,47852604,1.6
Movie,6.8,75,1,9,96397334,3.5
Movie,5.7,10,1,0,23984949,1.6
Movie,7.5,74,11,13,8060487,3.6
Movie,8.1,88,24,15,138530565,4.3
Movie,7.4,88,8,12,3221152,3.9
Movie,6.8,77,3,13,48462608,3.5
Movie,5.7,15,0,3,29137000,1.9
Movie,5.9,39,0,6,49130154,2.4
Movie,6,58,0,0,5842961,7
Movie,7.2,97,3,7,76271832,4.1
Movie,6.6,33,0,2,43734876,2.5
Movie,4.5,17,0,1,26873932,1.7
Movie,5.4,11,0,2,24827228,1.6
Movie,6.1,48,1,10,85105259,2.6
Movie,6,12,0,0,59209,1.6
Movie,3.9,7,1,4,43869350,1.1
Movie,7.6,68,0,0,73576146,3.2
Movie,5.7,11,0,0,36381186,1.7
Movie,7.9,95,42,124,32381217,4.2
Movie,5.3,17,0,2,22219192,1.8
Movie,7.1,71,6,13,25594957,3.3
Movie,8,89,26,23,172825435,3.9
Movie,6.8,40,3,3,135265915,2.6
Movie,6.4,88,12,20,236806,8
Movie,6.3,75,1,4,12793213,3.3
Movie,6,75,12,47,200081192,3.4
Movie,6,65,0,5,29967750,4.7
Movie,7.5,54,7,22,3448233,3
Movie,7.3,90,16,63,407022860,3.9
Movie,7.1,27,4,5,19068240,2.3
Movie,6.2,52,7,6,157019771,2.7
Movie,6.9,90,3,7,33459416,3.9
Movie,6.1,79,9,14,113721571,3.5
Movie,6.3,49,1,7,23591432,2.6
Movie,7.6,61,2,3,24149632,3.3
Movie,5.2,48,0,0,136163,7.3
Movie,5.3,19,0,0,40168080,1.7
Movie,6.4,18,0,2,21305259,1.8
Movie,8.5,74,6,15,19501238,3.7
Movie,4.4,12,6,15,58645052,1.4
Movie,7.4,93,18,47,66486205,4.2
Movie,7.6,89,10,28,75590286,4
Movie,7.5,75,6,16,125095601,3.5
Movie,7,56,1,7,41596251,2.8
Movie,6.5,36,0,0,14697005,2.2
Movie,6.2,34,1,6,79957634,2.3
Movie,7.4,48,4,4,49200230,2.9
Movie,5.6,29,0,3,8008161,2.1
Movie,5.5,10,2,3,47059963,1.4
Movie,5.5,93,2,10,112719001,3.6
Movie,6.2,66,5,12,176591618,3.1
Movie,7.1,23,2,8,71756802,2.1
Movie,6.5,43,5,7,90418342,2.8
Movie,6.5,42,0,6,53032453,2.6
Movie,5.7,12,1,5,64251541,1.8
Movie,6.7,69,2,3,47726342,3.2
Movie,7.4,94,90,98,143495265,4.2
Movie,6.4,79,1,20,33316821,3.5
Movie,7.9,84,24,55,7800824,3.8
Movie,7.3,62,1,11,52159536,3.3
Movie,7.2,81,7,9,72091016,3.7
Movie,6.8,74,2,8,3493000,3.3
Movie,7.6,81,28,69,19019882,3.8
Movie,6.8,66,8,15,54009150,3.1
Movie,6.6,37,0,5,30050028,2.3
Movie,6.9,30,12,0,6265311,2.5
Movie,7.5,97,126,129,17017811,4.5
Movie,8.1,91,17,48,23530892,4.2
Movie,6.8,29,7,22,119654823,2.5
Movie,8,67,12,26,163566459,3.5
Movie,7.6,81,28,69,3185812,3.8
Movie,4.5,17,1,0,25881068,1.6
Movie,5.9,15,1,1,46012734,1.9
Movie,5.6,26,0,0,30905,3.3
Movie,6.4,41,4,14,227946274,2.6
Movie,6.8,71,8,26,40259119,3.4
Movie,6.6,75,4,23,73661010,3.5
Movie,4.2,5,1,7,18848538,1.2
Movie,6.7,13,3,7,71349120,1.9
Movie,7.7,78,13,25,277322503,3.8
Movie,7.4,84,4,3,39819,7.8
Movie,6.9,95,5,9,4157223,6.1
Movie,7.8,76,3,6,63192596,3.6
Movie,6.7,70,6,8,115821495,3.2
Movie,5.8,44,4,7,98780042,2.3
Movie,6.9,42,0,0,38432823,2.7
Movie,7.3,53,8,11,28912646,2.9
Movie,6.8,81,1,13,4168528,3.5
Movie,8,96,20,18,23159305,4.3
Movie,5.8,28,1,0,55250026,2
Movie,8.3,98,24,61,138433435,4.2
Movie,5.7,21,2,1,59700064,1.9
Movie,7.5,47,4,0,346830,2.9
Movie,7.2,84,33,48,408010692,3.7
Movie,5.9,11,3,4,162001186,1.7
Movie,6.4,19,5,13,103028109,1.9
Movie,7.3,85,8,6,153378102,3.8
Movie,5.8,30,1,0,20534907,1.9
Movie,6.8,53,4,6,75793305,2.7
Movie,6,82,1,3,135809,8.2
Movie,6.8,54,2,9,11330849,3.1
Movie,6.2,42,0,3,32619671,2.5
Movie,7.8,90,74,123,93617009,4.1
Movie,7.5,92,1,49,4069826,4.1
Movie,6.4,76,20,26,198000317,3.6
Movie,6.1,67,0,2,7251073,3
Movie,6.5,22,0,1,70600,2
Movie,6,70,7,2,77698625,3.5
Movie,6.5,38,0,0,24077427,2.4
Movie,6.8,79,4,8,9540691,3.6
Movie,8.9,92,70,75,107928762,4.6
Movie,6.1,24,1,0,17231291,1.9
Movie,6.4,15,0,1,10759,1.9
Movie,6.5,38,1,0,33456317,2.2
Movie,6.7,67,0,3,12807139,3
Movie,7.8,90,8,7,10032765,4
Movie,6.9,72,17,46,11670971,3.5
Movie,7.4,87,21,17,518017,3.8
Movie,6.9,28,0,0,46908987,2.4
Movie,6.4,73,0,1,2711643,3.4
Movie,6.5,42,3,5,103068524,2.5
Movie,6.8,61,1,1,32244051,3.8
Movie,7,84,2,7,176630408,3.6
Movie,6.4,81,1,2,125687,3.5
Movie,5.8,22,0,4,40007742,1.8
Movie,7.6,85,3,10,41003371,3.8
Movie,8.9,93,210,124,377845905,4.6
Movie,6.6,62,1,6,61737191,3
Movie,8.2,79,37,179,116900694,3.9
Movie,7.4,85,4,21,476270,3.9
Movie,6.9,59,2,1,21413105,3
Movie,6.1,45,1,7,69599016,2.6
Movie,6.8,20,0,3,9534258,2.1
Movie,5.5,12,0,2,24307086,1.6
Movie,8,91,154,132,141319928,4.2
Movie,5.4,31,0,3,30212620,2.2
Movie,7.7,73,18,23,76631907,3.6
Movie,8.3,92,12,23,2832029,4.2
Movie,8.2,95,109,115,37634615,4.6
Movie,5.2,28,2,2,66477700,1.8
Movie,6.5,46,0,0,8402485,2.7
Movie,7.1,79,2,14,13414714,3.5
Movie,5.5,37,2,2,100018837,2.4
Movie,7.2,58,2,5,28644813,3.1
Movie,5.4,15,1,4,44806783,1.7
Movie,5.5,7,2,2,335359,1.6
Movie,6.3,28,4,8,80014842,2.2
Movie,5.1,31,5,14,153294164,1.9
Movie,4.7,12,1,0,60755732,1.2
Movie,6.5,79,2,27,24477704,3.5
Movie,7.8,87,27,91,102515793,3.9
Movie,6.4,67,1,13,83028128,3.1
Movie,6.3,30,4,0,22459274,2.3
Movie,6.9,79,2,4,1179035,5
Movie,6.1,53,3,2,60240295,2.8
Movie,6.3,45,1,6,22510798,2.7
Movie,5.6,27,1,6,104297061,2
Movie,6.7,57,4,1,75982834,2.9
Movie,5.5,42,3,9,5909483,2.5
Movie,4.9,4,0,2,3763583,1.3
Movie,6.7,42,1,0,17200925,2.7
Movie,6.2,37,4,17,80571655,2.3
Movie,6.9,76,11,11,209255921,3.5
Movie,7.2,63,13,9,501818,3.3
Movie,7,46,2,10,75976178,2.8
Movie,6.4,34,3,12,137355633,2.4
Movie,5.6,5,1,3,35017297,1.3
Movie,5,19,0,1,18119640,1.7
Movie,7,36,2,3,34522221,2.5
Movie,5.6,15,3,13,70831760,1.9
Movie,7.5,90,22,68,424668047,4
Movie,6.4,27,2,5,36665854,2.3
Movie,6.1,48,4,1,58607007,2.7
Movie,5.9,50,6,7,35266619,2.7
Movie,5,48,22,34,300531751,2.6
Movie,4.7,28,20,24,297816253,2
Movie,5.2,49,29,15,193962473,2.6
Movie,7.3,87,2,4,31424003,3.8
Movie,7.6,95,8,8,304052,5.6
Movie,7.3,84,33,59,125595205,3.8
Movie,7.3,55,0,2,28549298,2.9
Movie,5.2,25,0,2,21295021,1.9
Movie,5.4,8,0,1,15298133,1.4
Movie,7,78,1,12,60060328,3.6
Movie,7.3,74,4,5,2701859,3.5
Movie,7.7,88,2,16,41909762,4
Movie,5.6,14,0,1,31480418,1.6
Movie,7.2,85,2,5,4563167,3.8
Movie,7.6,94,34,31,20292962,4
Movie,7.6,33,1,8,57938693,2.3
Movie,6.9,55,3,2,100468793,2.9
Movie,6.4,71,1,14,28734552,3.2
Movie,7.5,85,7,11,74220408,3.8
Movie,5.6,12,4,5,67061228,1.5
Movie,6.3,36,0,0,68518533,2.4
Movie,7.8,96,11,23,57504069,4.2
Movie,8,75,0,69,66809693,3.5
Movie,6.1,31,1,3,10572742,5.9
Movie,5.5,43,0,2,48237389,2.5
Movie,8.4,82,40,20,707481,4.1
Movie,7.7,76,11,37,108638745,3.8
Movie,7.3,92,114,103,47566524,4.1
Movie,5.5,13,0,7,59843754,1.6
Movie,8.1,98,6,39,2073582,4.4
Movie,6,63,2,7,68379000,2.9
Movie,5.8,20,0,2,55750480,1.9
Movie,6.9,46,3,16,94835059,2.8
Movie,6.4,39,8,14,163479795,2.4
Movie,5.6,45,6,4,100292856,2.5
Movie,6.6,23,1,0,24850922,2.1
Movie,7.8,53,12,10,81001787,3.1
Movie,5.9,15,0,5,39046489,1.8
Movie,6.9,42,1,3,65807024,2.5
Movie,5.2,34,1,3,146336178,2.1
Movie,7.6,55,3,9,52990775,3
Movie,5.4,38,10,26,184069126,2.4
Movie,7.8,84,0,1,5635204,4.1
Movie,7.5,71,8,26,251348343,3.6
Movie,3.8,4,4,5,4775656,1
Movie,8.8,97,2,6,25100000,4.6
Movie,5.1,54,2,3,93385515,2.5
Movie,4.4,4,4,8,11989328,1.2
Movie,6.7,68,2,9,504030,3.2
Movie,6.2,65,1,1,14063331,3
Movie,5.8,77,1,1,11683047,6.8
Movie,6,48,5,5,116934650,2.5
Movie,6.3,46,2,6,3248246,2.7
Movie,6.6,52,18,31,206040086,2.9
Movie,7,77,24,47,94125426,3.5
Movie,7.8,90,2,3,526633,3.9
Movie,8.1,100,17,16,124244,5.1
Movie,6.2,33,1,4,318982,2.2
Movie,6,22,0,0,15539051,2.1
Movie,6.2,53,5,22,213307889,2.9
Movie,4.7,47,1,1,20919166,4
Movie,7.5,75,26,66,1738692,3.6
Movie,7.4,82,13,46,262450136,3.6
Movie,5.2,18,0,1,25107267,1.8
Movie,5.9,40,8,5,63366989,2.5
Movie,7.6,70,8,13,15070285,3.5
Movie,7.9,90,17,53,249975996,4.2
Movie,5.7,56,0,10,20991364,2.9
Movie,6.3,35,0,1,582024,2.6
Movie,7.7,88,13,44,290417905,4.1
Movie,6.9,75,2,15,87341380,3.5
Movie,5.8,35,1,0,36105433,2.2
Movie,8.5,83,4,15,6719864,3.8
Movie,5.4,14,1,0,3560469,1.9
Movie,7.5,59,15,20,2223293,3.2
Movie,7.6,97,33,49,43182776,4.3
Movie,7.6,84,8,38,302305431,4
Movie,7.8,88,6,11,52096475,4
Movie,7.5,77,16,47,292353413,3.7
Movie,5.5,16,0,2,7791979,1.7
Movie,7.3,68,5,3,127175374,3
Movie,5.6,13,1,3,31611916,1.7
Movie,6.6,32,0,1,18620000,2.3
Movie,6.8,86,3,6,17237855,3.8
Movie,6.1,11,0,1,26736098,1.8
Movie,7.4,27,4,2,41281092,2.3
Movie,6.3,50,0,4,19551067,2.8
Movie,5.6,49,2,12,152647258,2.6
Movie,6.5,27,1,7,70012847,2.2
Movie,5.1,5,2,3,28087155,1.4
Movie,7,85,9,21,58401464,3.8
Movie,6.1,16,3,4,55703475,1.7
Movie,5.8,18,0,1,15160801,1.9
Movie,6.6,83,15,52,206459076,3.7
Movie,6.9,86,1,14,124870275,3.7
Movie,8,85,19,50,17742948,3.9
Movie,6.8,81,2,16,111506430,3.5
Movie,7.5,57,5,2,44467206,3.1
Movie,8.3,89,59,73,33225499,4
Movie,7,61,9,14,102561004,3.1
Movie,5.9,32,2,2,24008137,2.3
Movie,6.4,49,5,15,207378,2.7
Movie,7.1,60,3,8,37957682,3.1
Movie,7.2,83,3,21,15024049,3.7
Movie,8.6,83,29,42,100125643,3.9
Movie,7.6,27,5,6,69951824,2.3
Movie,5.9,40,0,8,34604280,2.5
Movie,5.3,31,0,9,40946358,2.3
Movie,3.5,4,0,5,32015787,0.8
Movie,6,23,4,4,42194060,2
Movie,6.9,40,9,5,127873716,2.5
Movie,7.8,97,102,134,128078872,4.5
Movie,6.6,69,4,24,179495555,3.2
Movie,5.9,25,0,1,52411906,2
Movie,6.8,63,2,8,125049125,3.1
Movie,5.5,35,2,4,110003217,2.3
Movie,4.3,45,3,5,111761982,2.4
Movie,7.3,51,0,3,21148651,2.9
Movie,5.1,50,2,2,30077111,2.5
Movie,5.1,15,2,5,48478006,1.7
Movie,6.2,49,1,7,102458,2.6
Movie,6.7,57,6,10,82348319,2.9
Movie,8.7,95,126,138,342551365,4.5
Movie,5.5,81,1,4,64956806,3.4
Movie,7.3,71,2,2,85182160,3.4
Movie,5.1,12,0,3,39143839,1.6
Movie,6.6,23,5,13,138608444,2.1
Movie,5.3,15,3,5,71308997,1.6
Movie,5.2,75,3,3,85846429,3.2
Movie,4.5,16,8,9,95347692,1.5
Movie,5.5,49,21,15,292324737,2.6
Movie,4.7,8,0,0,17329486,1.2
Movie,6.1,35,2,1,78656813,2.4
Movie,5.8,39,5,21,166112167,2.4
Movie,7.7,89,3,32,53606916,4
Movie,4.3,63,0,1,28873374,2.6
Movie,6.8,45,6,10,120908074,2.7
Movie,6.8,36,1,5,81159365,2.5
Movie,4.9,14,0,1,43337279,1.6
Movie,6.8,63,3,5,101196,3
Movie,4.9,25,11,22,281287133,2
Movie,5.3,2,1,1,26414527,1.3
Movie,6.5,75,0,1,36136,3.4
Movie,6.2,65,0,11,57231747,3.1
